Rules_ID	Struts Jars
IC_STJR_947	struts2-dwr-plugin-2.5.13.jar
IC_STJR_948	struts2-sitegraph-plugin-2.5.13.jar
IC_STJR_949	struts2-spring-plugin-2.5.13.jar
IC_STJR_950	struts2-testng-plugin-2.5.13.jar
IC_STJR_951	struts2-core-2.5.13.jar
IC_STJR_952	struts2-json-plugin-2.5.13.jar
IC_STJR_953	struts2-osgi-plugin-2.5.13.jar
IC_STJR_954	struts2-osgi-admin-bundle-2.5.13.jar
IC_STJR_955	struts2-oval-plugin-2.5.13.jar
IC_STJR_956	struts2-gxp-plugin-2.5.13.jar
IC_STJR_957	freemarker-2.3.26-incubating.jar
IC_STJR_958	struts2-sitegraph-plugin-2.5.14.jar
IC_STJR_959	struts2-spring-plugin-2.5.14.jar
IC_STJR_960	struts2-testng-plugin-2.5.14.jar
IC_STJR_961	struts2-convention-plugin-2.5.14.jar
IC_STJR_962	struts2-dwr-plugin-2.5.14.jar
IC_STJR_963	spring-context-4.1.9.RELEASE.jar
IC_STJR_964	struts2-json-plugin-2.5.14.jar
IC_STJR_965	struts2-osgi-admin-bundle-2.5.14.jar
IC_STJR_966	spring-expression-4.1.9.RELEASE.jar
IC_STJR_967	struts2-portlet-plugin-2.5.14.jar
IC_STJR_968	struts2-embeddedjsp-plugin-2.5.14.jar
IC_STJR_969	log4j-api-2.9.1.jar
IC_STJR_970	struts2-cdi-plugin-2.5.14.jar
IC_STJR_971	struts2-javatemplates-plugin-2.5.14.jar
IC_STJR_972	struts2-jfreechart-plugin-2.5.14.jar
IC_STJR_973	struts2-junit-plugin-2.5.14.jar
IC_STJR_974	spring-core-4.1.9.RELEASE.jar
IC_STJR_975	jackson-core-2.8.2.jar
IC_STJR_976	struts2-osgi-plugin-2.5.14.jar
IC_STJR_977	struts2-osgi-demo-bundle-2.5.14.jar
IC_STJR_978	struts2-bean-validation-plugin-2.5.14.jar
IC_STJR_979	struts2-config-browser-plugin-2.5.14.jar
IC_STJR_980	struts2-jasperreports-plugin-2.5.14.jar
IC_STJR_981	spring-test-4.1.9.RELEASE.jar
IC_STJR_982	struts2-pell-multipart-plugin-2.5.14.jar
IC_STJR_983	struts2-plexus-plugin-2.5.14.jar
IC_STJR_984	commons-lang-2.5.jar
IC_STJR_985	struts2-sitemesh-plugin-2.5.14.jar
IC_STJR_986	spring-aop-4.1.9.RELEASE.jar
IC_STJR_987	struts2-rest-plugin-2.5.14.jar
IC_STJR_988	json-lib-2.4-jdk15.jar
IC_STJR_989	jackson-databind-2.8.2.jar
IC_STJR_990	struts2-core-2.5.14.jar
IC_STJR_991	struts2-tiles-plugin-2.5.14.jar
IC_STJR_992	struts2-oval-plugin-2.5.14.jar
IC_STJR_993	struts2-gxp-plugin-2.5.14.jar
IC_STJR_994	spring-beans-4.1.9.RELEASE.jar
IC_STJR_995	jackson-annotations-2.8.0.jar
IC_STJR_996	spring-web-4.1.9.RELEASE.jar
IC_STJR_997	struts2-config-browser-plugin-2.5.14.1.jar
IC_STJR_998	struts2-pell-multipart-plugin-2.5.14.1.jar
IC_STJR_999	struts2-plexus-plugin-2.5.14.1.jar
IC_STJR_1000	struts2-embeddedjsp-plugin-2.5.14.1.jar
IC_STJR_1001	struts2-sitegraph-plugin-2.5.14.1.jar
IC_STJR_1002	struts2-spring-plugin-2.5.14.1.jar
IC_STJR_1003	struts2-json-plugin-2.5.14.1.jar
IC_STJR_1004	struts2-osgi-plugin-2.5.14.1.jar
IC_STJR_1005	struts2-bean-validation-plugin-2.5.14.1.jar
IC_STJR_1006	struts2-javatemplates-plugin-2.5.14.1.jar
IC_STJR_1007	struts2-jfreechart-plugin-2.5.14.1.jar
IC_STJR_1008	struts2-rest-plugin-2.5.14.1.jar
IC_STJR_1009	jackson-core-2.9.2.jar
IC_STJR_1010	struts2-cdi-plugin-2.5.14.1.jar
IC_STJR_1011	struts2-convention-plugin-2.5.14.1.jar
IC_STJR_1012	struts2-dwr-plugin-2.5.14.1.jar
IC_STJR_1013	struts2-jasperreports-plugin-2.5.14.1.jar
IC_STJR_1014	struts2-junit-plugin-2.5.14.1.jar
IC_STJR_1015	jackson-annotations-2.9.0.jar
IC_STJR_1016	struts2-oval-plugin-2.5.14.1.jar
IC_STJR_1017	struts2-gxp-plugin-2.5.14.1.jar
IC_STJR_1018	struts2-sitemesh-plugin-2.5.14.1.jar
IC_STJR_1019	struts2-testng-plugin-2.5.14.1.jar
IC_STJR_1020	struts2-tiles-plugin-2.5.14.1.jar
IC_STJR_1021	struts2-portlet-plugin-2.5.14.1.jar
IC_STJR_1022	jackson-databind-2.9.2.jar
IC_STJR_1023	struts2-osgi-admin-bundle-2.5.14.1.jar
IC_STJR_1024	struts2-core-2.5.14.1.jar
IC_STJR_1025	struts2-osgi-demo-bundle-2.5.14.1.jar
IC_STJR_1026	log4j-api-2.10.0.jar
IC_STJR_1027	spring-expression-4.3.13.RELEASE.jar
IC_STJR_1028	struts2-portlet-plugin-2.5.16.jar
IC_STJR_1029	struts2-oval-plugin-2.5.16.jar
IC_STJR_1030	struts2-gxp-plugin-2.5.16.jar
IC_STJR_1031	struts2-osgi-plugin-2.5.16.jar
IC_STJR_1032	struts2-osgi-admin-bundle-2.5.16.jar
IC_STJR_1033	spring-test-4.3.13.RELEASE.jar
IC_STJR_1034	jackson-databind-2.9.4.jar
IC_STJR_1035	struts2-osgi-demo-bundle-2.5.16.jar
IC_STJR_1036	spring-beans-4.3.13.RELEASE.jar
IC_STJR_1037	struts2-sitegraph-plugin-2.5.16.jar
IC_STJR_1038	struts2-sitemesh-plugin-2.5.16.jar
IC_STJR_1039	spring-web-4.3.13.RELEASE.jar
IC_STJR_1040	struts2-core-2.5.16.jar
IC_STJR_1041	struts2-bean-validation-plugin-2.5.16.jar
IC_STJR_1042	struts2-cdi-plugin-2.5.16.jar
IC_STJR_1043	struts2-convention-plugin-2.5.16.jar
IC_STJR_1044	struts2-config-browser-plugin-2.5.16.jar
IC_STJR_1045	struts2-dwr-plugin-2.5.16.jar
IC_STJR_1046	struts2-jasperreports-plugin-2.5.16.jar
IC_STJR_1047	struts2-jfreechart-plugin-2.5.16.jar
IC_STJR_1048	struts2-junit-plugin-2.5.16.jar
IC_STJR_1049	spring-core-4.3.13.RELEASE.jar
IC_STJR_1050	struts2-spring-plugin-2.5.16.jar
IC_STJR_1051	struts2-testng-plugin-2.5.16.jar
IC_STJR_1052	spring-context-4.3.13.RELEASE.jar
IC_STJR_1053	struts2-json-plugin-2.5.16.jar
IC_STJR_1054	struts2-javatemplates-plugin-2.5.16.jar
IC_STJR_1055	spring-aop-4.3.13.RELEASE.jar
IC_STJR_1056	struts2-pell-multipart-plugin-2.5.16.jar
IC_STJR_1057	struts2-plexus-plugin-2.5.16.jar
IC_STJR_1058	struts2-rest-plugin-2.5.16.jar
IC_STJR_1059	jackson-core-2.9.4.jar
IC_STJR_1060	struts2-tiles-plugin-2.5.16.jar
IC_STJR_1061	struts2-embeddedjsp-plugin-2.5.16.jar
IC_STJR_1062	struts-mailreader-dao-1.3.5.jar
IC_STJR_1063	struts-core-1.3.5.jar
IC_STJR_1064	struts-tiles-1.3.5.jar
IC_STJR_1065	standard-1.0.2.jar
IC_STJR_1066	struts-faces-1.3.5.jar
IC_STJR_1067	commons-chain-1.1.jar
IC_STJR_1068	commons-beanutils-1.7.0.jar
IC_STJR_1069	struts-scripting-1.3.5.jar
IC_STJR_1070	struts-extras-1.3.5.jar
IC_STJR_1071	commons-digester-1.6.jar
IC_STJR_1072	struts-taglib-1.3.5.jar
IC_STJR_1073	commons-validator-1.3.0.jar
IC_STJR_1074	struts-el-1.3.5.jar
IC_STJR_1075	struts-faces.jar
IC_STJR_1076	struts-scripting-1.0.1.jar
